flightNo,departureDate,arrivalDate,totalNumSeats,numSeatsSold
VC817,2020-06-30,2020-06-30,489,4
VC817,2020-07-07,2020-07-07,489,143
VC817,2020-07-14,2020-07-14,489,450
VC817,2020-07-21,2020-07-21,489,436
VC817,2020-07-28,2020-07-28,489,29
VC817,2020-08-04,2020-08-04,489,337
VC817,2020-08-11,2020-08-11,489,93
VC817,2020-08-18,2020-08-18,489,210
VC817,2020-08-25,2020-08-25,489,190
VC817,2020-09-01,2020-09-01,489,297
VC817,2020-09-08,2020-09-08,489,159
VC817,2020-09-15,2020-09-15,489,282
VC817,2020-09-22,2020-09-22,489,107
VC817,2020-09-29,2020-09-29,489,95
VC817,2020-10-06,2020-10-06,489,386
VC817,2020-10-13,2020-10-13,489,343
VC817,2020-10-20,2020-10-20,489,144
VC817,2020-10-27,2020-10-27,489,312
VC817,2020-11-03,2020-11-03,489,19
VC817,2020-11-10,2020-11-10,489,387
VC817,2020-11-17,2020-11-17,489,11
VC817,2020-11-24,2020-11-24,489,407
7F818,2020-01-04,2020-01-04,834,29
7F818,2020-01-11,2020-01-11,834,66
7F818,2020-01-18,2020-01-18,834,249
7F818,2020-01-25,2020-01-25,834,580
7F818,2020-02-01,2020-02-01,834,611
7F818,2020-02-08,2020-02-08,834,788
7F818,2020-02-15,2020-02-15,834,705
7F818,2020-02-22,2020-02-22,834,732
7F818,2020-02-29,2020-02-29,834,254
7F818,2020-03-07,2020-03-07,834,41
7F818,2020-03-14,2020-03-14,834,245
7F818,2020-03-21,2020-03-21,834,827
7F818,2020-03-28,2020-03-28,834,729
7F818,2020-04-04,2020-04-04,834,50
7F818,2020-04-11,2020-04-11,834,715
7F818,2020-04-18,2020-04-18,834,658
7F818,2020-04-25,2020-04-25,834,457
7F818,2020-05-02,2020-05-02,834,610
7F818,2020-05-09,2020-05-09,834,365
7F818,2020-05-16,2020-05-16,834,112
7F818,2020-05-23,2020-05-23,834,236
7F818,2020-05-30,2020-05-30,834,691
7F818,2020-06-06,2020-06-06,834,327
7F818,2020-06-13,2020-06-13,834,172
7F818,2020-06-20,2020-06-20,834,679
7F818,2020-06-27,2020-06-27,834,376
7F818,2020-07-04,2020-07-04,834,89
7F818,2020-07-11,2020-07-11,834,507
7F818,2020-07-18,2020-07-18,834,445
7F818,2020-07-25,2020-07-25,834,31
7F818,2020-08-01,2020-08-01,834,202
7F818,2020-08-08,2020-08-08,834,526
7F818,2020-08-15,2020-08-15,834,638
7F818,2020-08-22,2020-08-22,834,164
7F818,2020-08-29,2020-08-29,834,221
7F818,2020-09-05,2020-09-05,834,589
7F818,2020-09-12,2020-09-12,834,120
7F818,2020-09-19,2020-09-19,834,140
7F818,2020-09-26,2020-09-26,834,646
7F818,2020-10-03,2020-10-03,834,23
7F818,2020-10-10,2020-10-10,834,560
7F818,2020-10-17,2020-10-17,834,612
7F818,2020-10-24,2020-10-24,834,477
7F818,2020-10-31,2020-10-31,834,187
7F818,2020-11-07,2020-11-07,834,721
7F818,2020-11-14,2020-11-14,834,459
7F818,2020-11-21,2020-11-21,834,462
ZH819,2020-01-06,2020-01-06,935,529
ZH819,2020-01-13,2020-01-13,935,810
ZH819,2020-01-20,2020-01-20,935,534
ZH819,2020-01-27,2020-01-27,935,783
ZH819,2020-02-03,2020-02-03,935,299
ZH819,2020-02-10,2020-02-10,935,270
ZH819,2020-02-17,2020-02-17,935,354
ZH819,2020-02-24,2020-02-24,935,534
ZH819,2020-03-02,2020-03-02,935,599
ZH819,2020-03-09,2020-03-09,935,199
ZH819,2020-03-16,2020-03-16,935,801
ZH819,2020-03-23,2020-03-23,935,632
ZH819,2020-03-30,2020-03-30,935,137
ZH819,2020-04-06,2020-04-06,935,444
ZH819,2020-04-13,2020-04-13,935,205
ZH819,2020-04-20,2020-04-20,935,534
ZH819,2020-04-27,2020-04-27,935,784
ZH819,2020-05-04,2020-05-04,935,618
ZH819,2020-05-11,2020-05-11,935,659
ZH819,2020-05-18,2020-05-18,935,852
ZH819,2020-05-25,2020-05-25,935,691
ZH819,2020-06-01,2020-06-01,935,686
ZH819,2020-06-08,2020-06-08,935,207
ZH819,2020-06-15,2020-06-15,935,38
ZH819,2020-06-22,2020-06-22,935,321
ZH819,2020-06-29,2020-06-29,935,536
ZH819,2020-07-06,2020-07-06,935,1
ZH819,2020-07-13,2020-07-13,935,654
ZH819,2020-07-20,2020-07-20,935,719
ZH819,2020-07-27,2020-07-27,935,3
ZH819,2020-08-03,2020-08-03,935,252
ZH819,2020-08-10,2020-08-10,935,621
ZH819,2020-08-17,2020-08-17,935,163
ZH819,2020-08-24,2020-08-24,935,86
ZH819,2020-08-31,2020-08-31,935,785
ZH819,2020-09-07,2020-09-07,935,18
ZH819,2020-09-14,2020-09-14,935,660
ZH819,2020-09-21,2020-09-21,935,231
ZH819,2020-09-28,2020-09-28,935,471
ZH819,2020-10-05,2020-10-05,935,435
ZH819,2020-10-12,2020-10-12,935,61
ZH819,2020-10-19,2020-10-19,935,582
ZH819,2020-10-26,2020-10-26,935,339
ZH819,2020-11-02,2020-11-02,935,68
ZH819,2020-11-09,2020-11-09,935,207
ZH819,2020-11-16,2020-11-16,935,336
ZH819,2020-11-23,2020-11-23,935,457
K2820,2020-01-01,2020-01-01,660,250
K2820,2020-01-08,2020-01-08,660,14
K2820,2020-01-15,2020-01-15,660,382
K2820,2020-01-22,2020-01-22,660,162
K2820,2020-01-29,2020-01-29,660,303
K2820,2020-02-05,2020-02-05,660,258
K2820,2020-02-12,2020-02-12,660,536
K2820,2020-02-19,2020-02-19,660,343
K2820,2020-02-26,2020-02-26,660,556
K2820,2020-03-04,2020-03-04,660,380
K2820,2020-03-11,2020-03-11,660,564
K2820,2020-03-18,2020-03-18,660,141
K2820,2020-03-25,2020-03-25,660,62
K2820,2020-04-01,2020-04-01,660,242
K2820,2020-04-08,2020-04-08,660,193
K2820,2020-04-15,2020-04-15,660,399
K2820,2020-04-22,2020-04-22,660,313
K2820,2020-04-29,2020-04-29,660,479
K2820,2020-05-06,2020-05-06,660,4
K2820,2020-05-13,2020-05-13,660,602
K2820,2020-05-20,2020-05-20,660,486
K2820,2020-05-27,2020-05-27,660,193
K2820,2020-06-03,2020-06-03,660,148
K2820,2020-06-10,2020-06-10,660,81
K2820,2020-06-17,2020-06-17,660,240
K2820,2020-06-24,2020-06-24,660,600
K2820,2020-07-01,2020-07-01,660,14
K2820,2020-07-08,2020-07-08,660,486
K2820,2020-07-15,2020-07-15,660,134
K2820,2020-07-22,2020-07-22,660,636
K2820,2020-07-29,2020-07-29,660,282
K2820,2020-08-05,2020-08-05,660,575
K2820,2020-08-12,2020-08-12,660,416
K2820,2020-08-19,2020-08-19,660,427
K2820,2020-08-26,2020-08-26,660,400
K2820,2020-09-02,2020-09-02,660,200
K2820,2020-09-09,2020-09-09,660,32
K2820,2020-09-16,2020-09-16,660,402
K2820,2020-09-23,2020-09-23,660,68
K2820,2020-09-30,2020-09-30,660,100
K2820,2020-10-07,2020-10-07,660,620
K2820,2020-10-14,2020-10-14,660,123
K2820,2020-10-21,2020-10-21,660,186
K2820,2020-10-28,2020-10-28,660,404
K2820,2020-11-04,2020-11-04,660,568
K2820,2020-11-11,2020-11-11,660,608
K2820,2020-11-18,2020-11-18,660,350
Z8821,2020-01-01,2020-01-01,798,765
Z8821,2020-01-08,2020-01-08,798,147
Z8821,2020-01-15,2020-01-15,798,502
Z8821,2020-01-22,2020-01-22,798,19
Z8821,2020-01-29,2020-01-29,798,749
Z8821,2020-02-05,2020-02-05,798,625
Z8821,2020-02-12,2020-02-12,798,736
Z8821,2020-02-19,2020-02-19,798,774
Z8821,2020-02-26,2020-02-26,798,723
Z8821,2020-03-04,2020-03-04,798,33
Z8821,2020-03-11,2020-03-11,798,223
Z8821,2020-03-18,2020-03-18,798,554
Z8821,2020-03-25,2020-03-25,798,374
Z8821,2020-04-01,2020-04-01,798,67
Z8821,2020-04-08,2020-04-08,798,434
Z8821,2020-04-15,2020-04-15,798,21
Z8821,2020-04-22,2020-04-22,798,499
Z8821,2020-04-29,2020-04-29,798,43
Z8821,2020-05-06,2020-05-06,798,429
Z8821,2020-05-13,2020-05-13,798,421
Z8821,2020-05-20,2020-05-20,798,467
Z8821,2020-05-27,2020-05-27,798,23
Z8821,2020-06-03,2020-06-03,798,36
Z8821,2020-06-10,2020-06-10,798,571
Z8821,2020-06-17,2020-06-17,798,582
Z8821,2020-06-24,2020-06-24,798,445
Z8821,2020-07-01,2020-07-01,798,174
Z8821,2020-07-08,2020-07-08,798,132
Z8821,2020-07-15,2020-07-15,798,465
Z8821,2020-07-22,2020-07-22,798,366
Z8821,2020-07-29,2020-07-29,798,101
Z8821,2020-08-05,2020-08-05,798,248
Z8821,2020-08-12,2020-08-12,798,742
Z8821,2020-08-19,2020-08-19,798,683
Z8821,2020-08-26,2020-08-26,798,695
Z8821,2020-09-02,2020-09-02,798,386
Z8821,2020-09-09,2020-09-09,798,423
Z8821,2020-09-16,2020-09-16,798,749
Z8821,2020-09-23,2020-09-23,798,717
Z8821,2020-09-30,2020-09-30,798,737
Z8821,2020-10-07,2020-10-07,798,100
Z8821,2020-10-14,2020-10-14,798,793
Z8821,2020-10-21,2020-10-21,798,413
Z8821,2020-10-28,2020-10-28,798,571
Z8821,2020-11-04,2020-11-04,798,721
Z8821,2020-11-11,2020-11-11,798,297
Z8821,2020-11-18,2020-11-18,798,45
I3822,2020-01-04,2020-01-04,224,2
I3822,2020-01-11,2020-01-11,224,172
I3822,2020-01-18,2020-01-18,224,153
I3822,2020-01-25,2020-01-25,224,90
I3822,2020-02-01,2020-02-01,224,103
I3822,2020-02-08,2020-02-08,224,160
I3822,2020-02-15,2020-02-15,224,77
I3822,2020-02-22,2020-02-22,224,96
I3822,2020-02-29,2020-02-29,224,61
I3822,2020-03-07,2020-03-07,224,77
I3822,2020-03-14,2020-03-14,224,14
I3822,2020-03-21,2020-03-21,224,210
I3822,2020-03-28,2020-03-28,224,200
I3822,2020-04-04,2020-04-04,224,143
I3822,2020-04-11,2020-04-11,224,68
I3822,2020-04-18,2020-04-18,224,156
I3822,2020-04-25,2020-04-25,224,173
I3822,2020-05-02,2020-05-02,224,77
I3822,2020-05-09,2020-05-09,224,139
I3822,2020-05-16,2020-05-16,224,137
I3822,2020-05-23,2020-05-23,224,98
I3822,2020-05-30,2020-05-30,224,190
I3822,2020-06-06,2020-06-06,224,32
I3822,2020-06-13,2020-06-13,224,102
I3822,2020-06-20,2020-06-20,224,176
I3822,2020-06-27,2020-06-27,224,153
I3822,2020-07-04,2020-07-04,224,161
I3822,2020-07-11,2020-07-11,224,93
I3822,2020-07-18,2020-07-18,224,25
I3822,2020-07-25,2020-07-25,224,26
I3822,2020-08-01,2020-08-01,224,46
I3822,2020-08-08,2020-08-08,224,149
I3822,2020-08-15,2020-08-15,224,159
I3822,2020-08-22,2020-08-22,224,192
I3822,2020-08-29,2020-08-29,224,21
I3822,2020-09-05,2020-09-05,224,206
I3822,2020-09-12,2020-09-12,224,148
I3822,2020-09-19,2020-09-19,224,91
I3822,2020-09-26,2020-09-26,224,21
I3822,2020-10-03,2020-10-03,224,172
I3822,2020-10-10,2020-10-10,224,91
I3822,2020-10-17,2020-10-17,224,91
I3822,2020-10-24,2020-10-24,224,137
I3822,2020-10-31,2020-10-31,224,163
I3822,2020-11-07,2020-11-07,224,22
I3822,2020-11-14,2020-11-14,224,117
I3822,2020-11-21,2020-11-21,224,15
WY823,2020-01-04,2020-01-04,522,253
WY823,2020-01-11,2020-01-11,522,392
WY823,2020-01-18,2020-01-18,522,328
WY823,2020-01-25,2020-01-25,522,54
WY823,2020-02-01,2020-02-01,522,180
WY823,2020-02-08,2020-02-08,522,415
WY823,2020-02-15,2020-02-15,522,239
WY823,2020-02-22,2020-02-22,522,59
WY823,2020-02-29,2020-02-29,522,293
WY823,2020-03-07,2020-03-07,522,125
WY823,2020-03-14,2020-03-14,522,149
WY823,2020-03-21,2020-03-21,522,141
WY823,2020-03-28,2020-03-28,522,464
WY823,2020-04-04,2020-04-04,522,101
WY823,2020-04-11,2020-04-11,522,497
WY823,2020-04-18,2020-04-18,522,56
WY823,2020-04-25,2020-04-25,522,223
WY823,2020-05-02,2020-05-02,522,124
WY823,2020-05-09,2020-05-09,522,161
WY823,2020-05-16,2020-05-16,522,445
WY823,2020-05-23,2020-05-23,522,491
WY823,2020-05-30,2020-05-30,522,418
WY823,2020-06-06,2020-06-06,522,257
WY823,2020-06-13,2020-06-13,522,125
WY823,2020-06-20,2020-06-20,522,177
WY823,2020-06-27,2020-06-27,522,67
WY823,2020-07-04,2020-07-04,522,203
WY823,2020-07-11,2020-07-11,522,309
WY823,2020-07-18,2020-07-18,522,133
WY823,2020-07-25,2020-07-25,522,181
WY823,2020-08-01,2020-08-01,522,327
WY823,2020-08-08,2020-08-08,522,267
WY823,2020-08-15,2020-08-15,522,419
WY823,2020-08-22,2020-08-22,522,95
WY823,2020-08-29,2020-08-29,522,302
WY823,2020-09-05,2020-09-05,522,486
WY823,2020-09-12,2020-09-12,522,220
WY823,2020-09-19,2020-09-19,522,442
WY823,2020-09-26,2020-09-26,522,441
WY823,2020-10-03,2020-10-03,522,520
WY823,2020-10-10,2020-10-10,522,377
WY823,2020-10-17,2020-10-17,522,477
WY823,2020-10-24,2020-10-24,522,440
WY823,2020-10-31,2020-10-31,522,35
WY823,2020-11-07,2020-11-07,522,226
WY823,2020-11-14,2020-11-14,522,68
WY823,2020-11-21,2020-11-21,522,51
PX824,2020-01-07,2020-01-07,778,273
PX824,2020-01-14,2020-01-14,778,17
PX824,2020-01-21,2020-01-21,778,59
PX824,2020-01-28,2020-01-28,778,253
PX824,2020-02-04,2020-02-04,778,633
PX824,2020-02-11,2020-02-11,778,768
PX824,2020-02-18,2020-02-18,778,634
PX824,2020-02-25,2020-02-25,778,661
PX824,2020-03-03,2020-03-03,778,396
PX824,2020-03-10,2020-03-10,778,56
PX824,2020-03-17,2020-03-17,778,88
PX824,2020-03-24,2020-03-24,778,198
PX824,2020-03-31,2020-03-31,778,105
PX824,2020-04-07,2020-04-07,778,5
PX824,2020-04-14,2020-04-14,778,622
PX824,2020-04-21,2020-04-21,778,578
PX824,2020-04-28,2020-04-28,778,533
PX824,2020-05-05,2020-05-05,778,208
PX824,2020-05-12,2020-05-12,778,394
PX824,2020-05-19,2020-05-19,778,424
PX824,2020-05-26,2020-05-26,778,494
PX824,2020-06-02,2020-06-02,778,633
PX824,2020-06-09,2020-06-09,778,731
PX824,2020-06-16,2020-06-16,778,710
PX824,2020-06-23,2020-06-23,778,517
PX824,2020-06-30,2020-06-30,778,119
PX824,2020-07-07,2020-07-07,778,228
PX824,2020-07-14,2020-07-14,778,477
PX824,2020-07-21,2020-07-21,778,595
PX824,2020-07-28,2020-07-28,778,236
PX824,2020-08-04,2020-08-04,778,728
PX824,2020-08-11,2020-08-11,778,533
PX824,2020-08-18,2020-08-18,778,383
PX824,2020-08-25,2020-08-25,778,520
PX824,2020-09-01,2020-09-01,778,693
PX824,2020-09-08,2020-09-08,778,295
PX824,2020-09-15,2020-09-15,778,400
PX824,2020-09-22,2020-09-22,778,421
PX824,2020-09-29,2020-09-29,778,41
PX824,2020-10-06,2020-10-06,778,425
PX824,2020-10-13,2020-10-13,778,691
PX824,2020-10-20,2020-10-20,778,622
PX824,2020-10-27,2020-10-27,778,273
PX824,2020-11-03,2020-11-03,778,466
PX824,2020-11-10,2020-11-10,778,10
PX824,2020-11-17,2020-11-17,778,360
PX824,2020-11-24,2020-11-24,778,459
L4825,2020-01-01,2020-01-01,424,230
L4825,2020-01-08,2020-01-08,424,343
L4825,2020-01-15,2020-01-15,424,347
L4825,2020-01-22,2020-01-22,424,265
L4825,2020-01-29,2020-01-29,424,94
L4825,2020-02-05,2020-02-05,424,274
L4825,2020-02-12,2020-02-12,424,305
L4825,2020-02-19,2020-02-19,424,330
L4825,2020-02-26,2020-02-26,424,178
L4825,2020-03-04,2020-03-04,424,151
L4825,2020-03-11,2020-03-11,424,250
L4825,2020-03-18,2020-03-18,424,77
L4825,2020-03-25,2020-03-25,424,39
L4825,2020-04-01,2020-04-01,424,110
L4825,2020-04-08,2020-04-08,424,53
L4825,2020-04-15,2020-04-15,424,81
L4825,2020-04-22,2020-04-22,424,74
L4825,2020-04-29,2020-04-29,424,338
L4825,2020-05-06,2020-05-06,424,182
L4825,2020-05-13,2020-05-13,424,142
L4825,2020-05-20,2020-05-20,424,373
L4825,2020-05-27,2020-05-27,424,104
L4825,2020-06-03,2020-06-03,424,368
L4825,2020-06-10,2020-06-10,424,210
L4825,2020-06-17,2020-06-17,424,179
L4825,2020-06-24,2020-06-24,424,250
L4825,2020-07-01,2020-07-01,424,138
L4825,2020-07-08,2020-07-08,424,283
L4825,2020-07-15,2020-07-15,424,8
L4825,2020-07-22,2020-07-22,424,14
L4825,2020-07-29,2020-07-29,424,217
L4825,2020-08-05,2020-08-05,424,31
L4825,2020-08-12,2020-08-12,424,424
L4825,2020-08-19,2020-08-19,424,354
L4825,2020-08-26,2020-08-26,424,289
L4825,2020-09-02,2020-09-02,424,303
L4825,2020-09-09,2020-09-09,424,266
L4825,2020-09-16,2020-09-16,424,386
L4825,2020-09-23,2020-09-23,424,230
L4825,2020-09-30,2020-09-30,424,324
L4825,2020-10-07,2020-10-07,424,254
L4825,2020-10-14,2020-10-14,424,258
L4825,2020-10-21,2020-10-21,424,56
L4825,2020-10-28,2020-10-28,424,386
L4825,2020-11-04,2020-11-04,424,130
L4825,2020-11-11,2020-11-11,424,368
L4825,2020-11-18,2020-11-18,424,251
MZ826,2020-01-05,2020-01-05,237,73
MZ826,2020-01-12,2020-01-12,237,89
MZ826,2020-01-19,2020-01-19,237,114
MZ826,2020-01-26,2020-01-26,237,160
MZ826,2020-02-02,2020-02-02,237,124
MZ826,2020-02-09,2020-02-09,237,103
MZ826,2020-02-16,2020-02-16,237,201
MZ826,2020-02-23,2020-02-23,237,50
MZ826,2020-03-01,2020-03-01,237,21
MZ826,2020-03-08,2020-03-08,237,104
MZ826,2020-03-15,2020-03-15,237,236
MZ826,2020-03-22,2020-03-22,237,124
MZ826,2020-03-29,2020-03-29,237,8
MZ826,2020-04-05,2020-04-05,237,195
MZ826,2020-04-12,2020-04-12,237,223
MZ826,2020-04-19,2020-04-19,237,191
MZ826,2020-04-26,2020-04-26,237,145
MZ826,2020-05-03,2020-05-03,237,91
MZ826,2020-05-10,2020-05-10,237,102
MZ826,2020-05-17,2020-05-17,237,217
MZ826,2020-05-24,2020-05-24,237,176
MZ826,2020-05-31,2020-05-31,237,9
MZ826,2020-06-07,2020-06-07,237,140
MZ826,2020-06-14,2020-06-14,237,131
MZ826,2020-06-21,2020-06-21,237,161
MZ826,2020-06-28,2020-06-28,237,195
MZ826,2020-07-05,2020-07-05,237,217
MZ826,2020-07-12,2020-07-12,237,14
MZ826,2020-07-19,2020-07-19,237,89
MZ826,2020-07-26,2020-07-26,237,233
MZ826,2020-08-02,2020-08-02,237,89
MZ826,2020-08-09,2020-08-09,237,209
MZ826,2020-08-16,2020-08-16,237,122
MZ826,2020-08-23,2020-08-23,237,107
MZ826,2020-08-30,2020-08-30,237,173
MZ826,2020-09-06,2020-09-06,237,138
MZ826,2020-09-13,2020-09-13,237,131
MZ826,2020-09-20,2020-09-20,237,154
MZ826,2020-09-27,2020-09-27,237,149
MZ826,2020-10-04,2020-10-04,237,47
MZ826,2020-10-11,2020-10-11,237,31
MZ826,2020-10-18,2020-10-18,237,65
MZ826,2020-10-25,2020-10-25,237,226
MZ826,2020-11-01,2020-11-01,237,130
MZ826,2020-11-08,2020-11-08,237,222
MZ826,2020-11-15,2020-11-15,237,111
MZ826,2020-11-22,2020-11-22,237,37
GL827,2020-01-02,2020-01-02,345,323
GL827,2020-01-09,2020-01-09,345,111
GL827,2020-01-16,2020-01-16,345,119
GL827,2020-01-23,2020-01-23,345,68
GL827,2020-01-30,2020-01-30,345,48
GL827,2020-02-06,2020-02-06,345,225
GL827,2020-02-13,2020-02-13,345,140
GL827,2020-02-20,2020-02-20,345,189
GL827,2020-02-27,2020-02-27,345,73
GL827,2020-03-05,2020-03-05,345,315
GL827,2020-03-12,2020-03-12,345,60
GL827,2020-03-19,2020-03-19,345,67
GL827,2020-03-26,2020-03-26,345,256
GL827,2020-04-02,2020-04-02,345,79
GL827,2020-04-09,2020-04-09,345,280
GL827,2020-04-16,2020-04-16,345,254
GL827,2020-04-23,2020-04-23,345,210
GL827,2020-04-30,2020-04-30,345,196
GL827,2020-05-07,2020-05-07,345,324
GL827,2020-05-14,2020-05-14,345,14
GL827,2020-05-21,2020-05-21,345,335
GL827,2020-05-28,2020-05-28,345,77
GL827,2020-06-04,2020-06-04,345,196
GL827,2020-06-11,2020-06-11,345,222
GL827,2020-06-18,2020-06-18,345,329
GL827,2020-06-25,2020-06-25,345,28
GL827,2020-07-02,2020-07-02,345,177
GL827,2020-07-09,2020-07-09,345,323
GL827,2020-07-16,2020-07-16,345,244
GL827,2020-07-23,2020-07-23,345,309
GL827,2020-07-30,2020-07-30,345,325
GL827,2020-08-06,2020-08-06,345,112
GL827,2020-08-13,2020-08-13,345,126
GL827,2020-08-20,2020-08-20,345,264
GL827,2020-08-27,2020-08-27,345,194
GL827,2020-09-03,2020-09-03,345,4
GL827,2020-09-10,2020-09-10,345,82
GL827,2020-09-17,2020-09-17,345,11
GL827,2020-09-24,2020-09-24,345,154
GL827,2020-10-01,2020-10-01,345,240
GL827,2020-10-08,2020-10-08,345,204
GL827,2020-10-15,2020-10-15,345,308
GL827,2020-10-22,2020-10-22,345,189
GL827,2020-10-29,2020-10-29,345,216
GL827,2020-11-05,2020-11-05,345,267
GL827,2020-11-12,2020-11-12,345,229
GL827,2020-11-19,2020-11-19,345,174
EN828,2020-01-01,2020-01-01,783,774
EN828,2020-01-08,2020-01-08,783,591
EN828,2020-01-15,2020-01-15,783,612
EN828,2020-01-22,2020-01-22,783,396
EN828,2020-01-29,2020-01-29,783,387
EN828,2020-02-05,2020-02-05,783,639
EN828,2020-02-12,2020-02-12,783,556
EN828,2020-02-19,2020-02-19,783,217
EN828,2020-02-26,2020-02-26,783,325
EN828,2020-03-04,2020-03-04,783,654
EN828,2020-03-11,2020-03-11,783,257
EN828,2020-03-18,2020-03-18,783,582
EN828,2020-03-25,2020-03-25,783,644
EN828,2020-04-01,2020-04-01,783,176
EN828,2020-04-08,2020-04-08,783,432
EN828,2020-04-15,2020-04-15,783,180
EN828,2020-04-22,2020-04-22,783,140
EN828,2020-04-29,2020-04-29,783,723
EN828,2020-05-06,2020-05-06,783,546
EN828,2020-05-13,2020-05-13,783,159
EN828,2020-05-20,2020-05-20,783,673
EN828,2020-05-27,2020-05-27,783,529
EN828,2020-06-03,2020-06-03,783,483
EN828,2020-06-10,2020-06-10,783,607
EN828,2020-06-17,2020-06-17,783,164
EN828,2020-06-24,2020-06-24,783,718
EN828,2020-07-01,2020-07-01,783,534
EN828,2020-07-08,2020-07-08,783,647
EN828,2020-07-15,2020-07-15,783,521
EN828,2020-07-22,2020-07-22,783,482
EN828,2020-07-29,2020-07-29,783,699
EN828,2020-08-05,2020-08-05,783,205
EN828,2020-08-12,2020-08-12,783,78
EN828,2020-08-19,2020-08-19,783,711
EN828,2020-08-26,2020-08-26,783,742
EN828,2020-09-02,2020-09-02,783,81
EN828,2020-09-09,2020-09-09,783,651
EN828,2020-09-16,2020-09-16,783,47
EN828,2020-09-23,2020-09-23,783,461
EN828,2020-09-30,2020-09-30,783,117
EN828,2020-10-07,2020-10-07,783,127
EN828,2020-10-14,2020-10-14,783,160
EN828,2020-10-21,2020-10-21,783,270
EN828,2020-10-28,2020-10-28,783,246
EN828,2020-11-04,2020-11-04,783,489
EN828,2020-11-11,2020-11-11,783,638
EN828,2020-11-18,2020-11-18,783,454
VO829,2020-01-03,2020-01-03,358,184
VO829,2020-01-10,2020-01-10,358,217
VO829,2020-01-17,2020-01-17,358,41
VO829,2020-01-24,2020-01-24,358,38
VO829,2020-01-31,2020-01-31,358,29
VO829,2020-02-07,2020-02-07,358,55
VO829,2020-02-14,2020-02-14,358,188
VO829,2020-02-21,2020-02-21,358,148
VO829,2020-02-28,2020-02-28,358,166
VO829,2020-03-06,2020-03-06,358,22
VO829,2020-03-13,2020-03-13,358,93
VO829,2020-03-20,2020-03-20,358,111
VO829,2020-03-27,2020-03-27,358,148
VO829,2020-04-03,2020-04-03,358,70
VO829,2020-04-10,2020-04-10,358,93
VO829,2020-04-17,2020-04-17,358,77
VO829,2020-04-24,2020-04-24,358,256
VO829,2020-05-01,2020-05-01,358,64
VO829,2020-05-08,2020-05-08,358,177
VO829,2020-05-15,2020-05-15,358,39
VO829,2020-05-22,2020-05-22,358,49
VO829,2020-05-29,2020-05-29,358,286
VO829,2020-06-05,2020-06-05,358,52
VO829,2020-06-12,2020-06-12,358,309
VO829,2020-06-19,2020-06-19,358,260
VO829,2020-06-26,2020-06-26,358,336
VO829,2020-07-03,2020-07-03,358,274
VO829,2020-07-10,2020-07-10,358,118
VO829,2020-07-17,2020-07-17,358,61
VO829,2020-07-24,2020-07-24,358,285
VO829,2020-07-31,2020-07-31,358,170
VO829,2020-08-07,2020-08-07,358,39
VO829,2020-08-14,2020-08-14,358,170
VO829,2020-08-21,2020-08-21,358,103
VO829,2020-08-28,2020-08-28,358,302
VO829,2020-09-04,2020-09-04,358,99
VO829,2020-09-11,2020-09-11,358,349
VO829,2020-09-18,2020-09-18,358,209
VO829,2020-09-25,2020-09-25,358,71
VO829,2020-10-02,2020-10-02,358,171
VO829,2020-10-09,2020-10-09,358,35
VO829,2020-10-16,2020-10-16,358,198
VO829,2020-10-23,2020-10-23,358,309
VO829,2020-10-30,2020-10-30,358,47
VO829,2020-11-06,2020-11-06,358,143
VO829,2020-11-13,2020-11-13,358,293
VO829,2020-11-20,2020-11-20,358,196
UK830,2020-01-07,2020-01-07,256,141
UK830,2020-01-14,2020-01-14,256,146
UK830,2020-01-21,2020-01-21,256,235
UK830,2020-01-28,2020-01-28,256,131
UK830,2020-02-04,2020-02-04,256,229
UK830,2020-02-11,2020-02-11,256,10
UK830,2020-02-18,2020-02-18,256,96
UK830,2020-02-25,2020-02-25,256,133
UK830,2020-03-03,2020-03-03,256,145
UK830,2020-03-10,2020-03-10,256,216
UK830,2020-03-17,2020-03-17,256,67
UK830,2020-03-24,2020-03-24,256,215
UK830,2020-03-31,2020-03-31,256,130
UK830,2020-04-07,2020-04-07,256,32
UK830,2020-04-14,2020-04-14,256,236
UK830,2020-04-21,2020-04-21,256,20
UK830,2020-04-28,2020-04-28,256,93
UK830,2020-05-05,2020-05-05,256,72
UK830,2020-05-12,2020-05-12,256,87
UK830,2020-05-19,2020-05-19,256,89
UK830,2020-05-26,2020-05-26,256,10
UK830,2020-06-02,2020-06-02,256,10
UK830,2020-06-09,2020-06-09,256,256
UK830,2020-06-16,2020-06-16,256,222
UK830,2020-06-23,2020-06-23,256,201
UK830,2020-06-30,2020-06-30,256,169
UK830,2020-07-07,2020-07-07,256,2
UK830,2020-07-14,2020-07-14,256,4
UK830,2020-07-21,2020-07-21,256,93
UK830,2020-07-28,2020-07-28,256,195
UK830,2020-08-04,2020-08-04,256,21
UK830,2020-08-11,2020-08-11,256,166
UK830,2020-08-18,2020-08-18,256,220
UK830,2020-08-25,2020-08-25,256,13
UK830,2020-09-01,2020-09-01,256,39
UK830,2020-09-08,2020-09-08,256,121
UK830,2020-09-15,2020-09-15,256,79
UK830,2020-09-22,2020-09-22,256,121
UK830,2020-09-29,2020-09-29,256,188
UK830,2020-10-06,2020-10-06,256,35
UK830,2020-10-13,2020-10-13,256,77
UK830,2020-10-20,2020-10-20,256,65
