seatNo,seatStatus,flightNo,departureDate
1C,Sold,Y8838,2020-08-03
1D,Sold,Y8838,2020-08-03
1E,Available,Y8838,2020-08-03
1F,Available,Y8838,2020-08-03
2A,Available,Y8838,2020-08-03
2B,Sold,Y8838,2020-08-03
2C,Available,Y8838,2020-08-03
2D,Sold,Y8838,2020-08-03
2E,Available,Y8838,2020-08-03
2F,Sold,Y8838,2020-08-03
3A,Available,Y8838,2020-08-03
3B,Sold,Y8838,2020-08-03
3C,Available,Y8838,2020-08-03
3D,Sold,Y8838,2020-08-03
3E,Sold,Y8838,2020-08-03
3F,Sold,Y8838,2020-08-03
1A,Available,L7600,2020-03-20
1B,Available,L7600,2020-03-20
1C,Sold,L7600,2020-03-20
1D,Available,L7600,2020-03-20
1E,Available,L7600,2020-03-20
1F,Sold,L7600,2020-03-20
2A,Available,L7600,2020-03-20
2B,Available,L7600,2020-03-20
2C,Available,L7600,2020-03-20
2D,Available,L7600,2020-03-20
2E,Available,L7600,2020-03-20
2F,Sold,L7600,2020-03-20
3A,Sold,L7600,2020-03-20
3B,Sold,L7600,2020-03-20
3C,Sold,L7600,2020-03-20
3D,Available,L7600,2020-03-20
3E,Available,L7600,2020-03-20
3F,Sold,L7600,2020-03-20
1A,Available,OS367,2020-07-28
1B,Sold,OS367,2020-07-28
1C,Available,OS367,2020-07-28
1D,Available,OS367,2020-07-28
1E,Sold,OS367,2020-07-28
1F,Available,OS367,2020-07-28
2A,Sold,OS367,2020-07-28
2B,Sold,OS367,2020-07-28
2C,Available,OS367,2020-07-28
2D,Available,OS367,2020-07-28
2E,Sold,OS367,2020-07-28
2F,Sold,OS367,2020-07-28
3A,Sold,OS367,2020-07-28
3B,Available,OS367,2020-07-28
3C,Available,OS367,2020-07-28
3D,Sold,OS367,2020-07-28
3E,Available,OS367,2020-07-28
3F,Sold,OS367,2020-07-28
1A,Available,6R999,2020-06-06
1B,Sold,6R999,2020-06-06
1C,Available,6R999,2020-06-06
1D,Sold,6R999,2020-06-06
1E,Available,6R999,2020-06-06
1F,Available,6R999,2020-06-06
2A,Available,6R999,2020-06-06
2B,Available,6R999,2020-06-06
2C,Sold,6R999,2020-06-06
2D,Sold,6R999,2020-06-06
2E,Sold,6R999,2020-06-06
2F,Sold,6R999,2020-06-06
3A,Available,6R999,2020-06-06
3B,Available,6R999,2020-06-06
3C,Sold,6R999,2020-06-06
3D,Sold,6R999,2020-06-06
3E,Available,6R999,2020-06-06
3F,Available,6R999,2020-06-06
1A,Sold,WU261,2020-08-03
1B,Available,WU261,2020-08-03
1C,Sold,WU261,2020-08-03
1D,Available,WU261,2020-08-03
1E,Available,WU261,2020-08-03
1F,Available,WU261,2020-08-03
2A,Sold,WU261,2020-08-03
2B,Available,WU261,2020-08-03
2C,Available,WU261,2020-08-03
2D,Sold,WU261,2020-08-03
2E,Available,WU261,2020-08-03
2F,Available,WU261,2020-08-03
3A,Available,WU261,2020-08-03
3B,Available,WU261,2020-08-03
3C,Sold,WU261,2020-08-03
3D,Sold,WU261,2020-08-03
3E,Available,WU261,2020-08-03
3F,Sold,WU261,2020-08-03
1A,Available,7L518,2020-01-19
1B,Sold,7L518,2020-01-19
1C,Available,7L518,2020-01-19
1D,Sold,7L518,2020-01-19
1E,Available,7L518,2020-01-19
1F,Sold,7L518,2020-01-19
2A,Available,7L518,2020-01-19
2B,Sold,7L518,2020-01-19
2C,Available,7L518,2020-01-19
2D,Sold,7L518,2020-01-19
2E,Sold,7L518,2020-01-19
2F,Available,7L518,2020-01-19
3A,Available,7L518,2020-01-19
3B,Available,7L518,2020-01-19
3C,Sold,7L518,2020-01-19
3D,Sold,7L518,2020-01-19
3E,Available,7L518,2020-01-19
3F,Sold,7L518,2020-01-19
1A,Available,AG217,2020-03-31
1B,Available,AG217,2020-03-31
1C,Available,AG217,2020-03-31
1D,Sold,AG217,2020-03-31
1E,Available,AG217,2020-03-31
1F,Sold,AG217,2020-03-31
2A,Sold,AG217,2020-03-31
2B,Available,AG217,2020-03-31
2C,Available,AG217,2020-03-31
2D,Sold,AG217,2020-03-31
2E,Sold,AG217,2020-03-31
2F,Sold,AG217,2020-03-31
3A,Sold,AG217,2020-03-31
3B,Available,AG217,2020-03-31
3C,Sold,AG217,2020-03-31
3D,Sold,AG217,2020-03-31
3E,Sold,AG217,2020-03-31
3F,Available,AG217,2020-03-31
1A,Available,HE671,2020-01-06
1B,Sold,HE671,2020-01-06
1C,Available,HE671,2020-01-06
1D,Sold,HE671,2020-01-06
1E,Sold,HE671,2020-01-06
1F,Available,HE671,2020-01-06
2A,Sold,HE671,2020-01-06
2B,Available,HE671,2020-01-06
2C,Sold,HE671,2020-01-06
2D,Sold,HE671,2020-01-06
2E,Available,HE671,2020-01-06
2F,Sold,HE671,2020-01-06
3A,Available,HE671,2020-01-06
3B,Sold,HE671,2020-01-06
3C,Available,HE671,2020-01-06
3D,Available,HE671,2020-01-06
3E,Sold,HE671,2020-01-06
3F,Sold,HE671,2020-01-06
1A,Sold,RQ369,2020-10-17
1B,Sold,RQ369,2020-10-17
1C,Available,RQ369,2020-10-17
1D,Available,RQ369,2020-10-17
1E,Available,RQ369,2020-10-17
1F,Sold,RQ369,2020-10-17
2A,Sold,RQ369,2020-10-17
2B,Sold,RQ369,2020-10-17
2C,Available,RQ369,2020-10-17
2D,Available,RQ369,2020-10-17
2E,Sold,RQ369,2020-10-17
2F,Sold,RQ369,2020-10-17
3A,Available,RQ369,2020-10-17
3B,Available,RQ369,2020-10-17
3C,Sold,RQ369,2020-10-17
3D,Sold,RQ369,2020-10-17
3E,Sold,RQ369,2020-10-17
3F,Sold,RQ369,2020-10-17
1A,Sold,PV55,2020-02-14
1B,Sold,PV55,2020-02-14
1C,Available,PV55,2020-02-14
1D,Available,PV55,2020-02-14
1E,Sold,PV55,2020-02-14
1F,Available,PV55,2020-02-14
2A,Sold,PV55,2020-02-14
2B,Available,PV55,2020-02-14
2C,Sold,PV55,2020-02-14
2D,Sold,PV55,2020-02-14
2E,Sold,PV55,2020-02-14
2F,Sold,PV55,2020-02-14
3A,Sold,PV55,2020-02-14
3B,Sold,PV55,2020-02-14
3C,Available,PV55,2020-02-14
3D,Available,PV55,2020-02-14
3E,Available,PV55,2020-02-14
3F,Available,PV55,2020-02-14
1A,Available,SW728,2020-07-11
1B,Available,SW728,2020-07-11
1C,Sold,SW728,2020-07-11
1D,Sold,SW728,2020-07-11
1E,Available,SW728,2020-07-11
1F,Sold,SW728,2020-07-11
2A,Sold,SW728,2020-07-11
2B,Available,SW728,2020-07-11
2C,Available,SW728,2020-07-11
2D,Sold,SW728,2020-07-11
2E,Sold,SW728,2020-07-11
2F,Sold,SW728,2020-07-11
3A,Available,SW728,2020-07-11
3B,Available,SW728,2020-07-11
3C,Sold,SW728,2020-07-11
3D,Sold,SW728,2020-07-11
3E,Sold,SW728,2020-07-11
3F,Available,SW728,2020-07-11
1A,Sold,EL406,2020-03-29
1B,Available,EL406,2020-03-29
1C,Sold,EL406,2020-03-29
1D,Sold,EL406,2020-03-29
1E,Sold,EL406,2020-03-29
1F,Sold,EL406,2020-03-29
2A,Sold,EL406,2020-03-29
2B,Available,EL406,2020-03-29
2C,Sold,EL406,2020-03-29
2D,Available,EL406,2020-03-29
2E,Available,EL406,2020-03-29
2F,Sold,EL406,2020-03-29
3A,Available,EL406,2020-03-29
3B,Sold,EL406,2020-03-29
3C,Available,EL406,2020-03-29
3D,Sold,EL406,2020-03-29
3E,Available,EL406,2020-03-29
3F,Sold,EL406,2020-03-29
1A,Available,3L154,2020-09-20
1B,Available,3L154,2020-09-20
1C,Available,3L154,2020-09-20
1D,Available,3L154,2020-09-20
1E,Sold,3L154,2020-09-20
1F,Available,3L154,2020-09-20
2A,Sold,3L154,2020-09-20
2B,Available,3L154,2020-09-20
2C,Available,3L154,2020-09-20
2D,Sold,3L154,2020-09-20
2E,Sold,3L154,2020-09-20
2F,Sold,3L154,2020-09-20
3A,Available,3L154,2020-09-20
3B,Sold,3L154,2020-09-20
3C,Available,3L154,2020-09-20
3D,Sold,3L154,2020-09-20
3E,Available,3L154,2020-09-20
3F,Sold,3L154,2020-09-20
1A,Available,J8374,2020-08-27
1B,Sold,J8374,2020-08-27
1C,Sold,J8374,2020-08-27
1D,Sold,J8374,2020-08-27
1E,Sold,J8374,2020-08-27
1F,Sold,J8374,2020-08-27
2A,Sold,J8374,2020-08-27
2B,Available,J8374,2020-08-27
2C,Sold,J8374,2020-08-27
2D,Available,J8374,2020-08-27
2E,Sold,J8374,2020-08-27
2F,Sold,J8374,2020-08-27
3A,Available,J8374,2020-08-27
3B,Available,J8374,2020-08-27
3C,Available,J8374,2020-08-27
3D,Sold,J8374,2020-08-27
3E,Sold,J8374,2020-08-27
3F,Available,J8374,2020-08-27
1A,Sold,EA493,2020-01-16
1B,Sold,EA493,2020-01-16
1C,Sold,EA493,2020-01-16
1D,Available,EA493,2020-01-16
1E,Sold,EA493,2020-01-16
1F,Available,EA493,2020-01-16
2A,Sold,EA493,2020-01-16
2B,Sold,EA493,2020-01-16
2C,Available,EA493,2020-01-16
2D,Available,EA493,2020-01-16
2E,Available,EA493,2020-01-16
2F,Available,EA493,2020-01-16
3A,Sold,EA493,2020-01-16
3B,Sold,EA493,2020-01-16
3C,Sold,EA493,2020-01-16
3D,Sold,EA493,2020-01-16
3E,Available,EA493,2020-01-16
3F,Sold,EA493,2020-01-16
1A,Sold,J8525,2020-06-16
1B,Sold,J8525,2020-06-16
1C,Available,J8525,2020-06-16
1D,Available,J8525,2020-06-16
1E,Sold,J8525,2020-06-16
1F,Sold,J8525,2020-06-16
2A,Available,J8525,2020-06-16
2B,Sold,J8525,2020-06-16
2C,Available,J8525,2020-06-16
2D,Available,J8525,2020-06-16
2E,Sold,J8525,2020-06-16
2F,Available,J8525,2020-06-16
3A,Sold,J8525,2020-06-16
3B,Sold,J8525,2020-06-16
3C,Sold,J8525,2020-06-16
3D,Available,J8525,2020-06-16
3E,Sold,J8525,2020-06-16
3F,Available,J8525,2020-06-16
1A,Sold,C1919,2020-02-29
1B,Available,C1919,2020-02-29
1C,Sold,C1919,2020-02-29
1D,Sold,C1919,2020-02-29
1E,Available,C1919,2020-02-29
1F,Sold,C1919,2020-02-29
2A,Available,C1919,2020-02-29
2B,Sold,C1919,2020-02-29
2C,Available,C1919,2020-02-29
2D,Available,C1919,2020-02-29
2E,Available,C1919,2020-02-29
2F,Available,C1919,2020-02-29
3A,Sold,C1919,2020-02-29
3B,Sold,C1919,2020-02-29
3C,Available,C1919,2020-02-29
3D,Available,C1919,2020-02-29
3E,Available,C1919,2020-02-29
3F,Available,C1919,2020-02-29
1A,Available,GK639,2020-10-11
1B,Sold,GK639,2020-10-11
1C,Sold,GK639,2020-10-11
1D,Available,GK639,2020-10-11
1E,Sold,GK639,2020-10-11
1F,Sold,GK639,2020-10-11
2A,Sold,GK639,2020-10-11
2B,Sold,GK639,2020-10-11
2C,Available,GK639,2020-10-11
2D,Sold,GK639,2020-10-11
2E,Sold,GK639,2020-10-11
2F,Sold,GK639,2020-10-11
3A,Sold,GK639,2020-10-11
3B,Sold,GK639,2020-10-11
3C,Sold,GK639,2020-10-11
3D,Available,GK639,2020-10-11
3E,Available,GK639,2020-10-11
3F,Available,GK639,2020-10-11
1A,Sold,UT428,2020-07-09
1B,Sold,UT428,2020-07-09
1C,Available,UT428,2020-07-09
1D,Available,UT428,2020-07-09
1E,Available,UT428,2020-07-09
1F,Available,UT428,2020-07-09
2A,Sold,UT428,2020-07-09
2B,Available,UT428,2020-07-09
2C,Sold,UT428,2020-07-09
2D,Available,UT428,2020-07-09
2E,Sold,UT428,2020-07-09
2F,Available,UT428,2020-07-09
3A,Available,UT428,2020-07-09
3B,Available,UT428,2020-07-09
3C,Sold,UT428,2020-07-09
3D,Sold,UT428,2020-07-09
3E,Sold,UT428,2020-07-09
3F,Sold,UT428,2020-07-09
1A,Sold,4K516,2020-08-30
1B,Sold,4K516,2020-08-30
1C,Sold,4K516,2020-08-30
1D,Sold,4K516,2020-08-30
1E,Sold,4K516,2020-08-30
1F,Sold,4K516,2020-08-30
2A,Sold,4K516,2020-08-30
2B,Sold,4K516,2020-08-30
2C,Available,4K516,2020-08-30
2D,Sold,4K516,2020-08-30
2E,Sold,4K516,2020-08-30
2F,Sold,4K516,2020-08-30
3A,Available,4K516,2020-08-30
3B,Available,4K516,2020-08-30
3C,Sold,4K516,2020-08-30
3D,Available,4K516,2020-08-30
3E,Available,4K516,2020-08-30
3F,Sold,4K516,2020-08-30
1A,Sold,U7739,2020-09-21
1B,Available,U7739,2020-09-21
1C,Sold,U7739,2020-09-21
1D,Sold,U7739,2020-09-21
1E,Sold,U7739,2020-09-21
1F,Sold,U7739,2020-09-21
2A,Sold,U7739,2020-09-21
2B,Available,U7739,2020-09-21
2C,Sold,U7739,2020-09-21
2D,Available,U7739,2020-09-21
2E,Sold,U7739,2020-09-21
2F,Available,U7739,2020-09-21
3A,Available,U7739,2020-09-21
3B,Available,U7739,2020-09-21
3C,Available,U7739,2020-09-21
3D,Sold,U7739,2020-09-21
3E,Available,U7739,2020-09-21
3F,Sold,U7739,2020-09-21
1A,Available,JA246,2020-06-02
1B,Available,JA246,2020-06-02
1C,Sold,JA246,2020-06-02
1D,Sold,JA246,2020-06-02
1E,Sold,JA246,2020-06-02
1F,Sold,JA246,2020-06-02
2A,Available,JA246,2020-06-02
2B,Available,JA246,2020-06-02
2C,Sold,JA246,2020-06-02
2D,Available,JA246,2020-06-02
2E,Sold,JA246,2020-06-02
2F,Sold,JA246,2020-06-02
3A,Available,JA246,2020-06-02
3B,Sold,JA246,2020-06-02
3C,Available,JA246,2020-06-02
3D,Available,JA246,2020-06-02
3E,Available,JA246,2020-06-02
3F,Available,JA246,2020-06-02
1A,Available,NP345,2020-01-02
1B,Sold,NP345,2020-01-02
1C,Available,NP345,2020-01-02
1D,Sold,NP345,2020-01-02
1E,Available,NP345,2020-01-02
1F,Available,NP345,2020-01-02
2A,Available,NP345,2020-01-02
2B,Sold,NP345,2020-01-02
2C,Available,NP345,2020-01-02
2D,Available,NP345,2020-01-02
2E,Sold,NP345,2020-01-02
2F,Available,NP345,2020-01-02
3A,Sold,NP345,2020-01-02
3B,Available,NP345,2020-01-02
3C,Sold,NP345,2020-01-02
3D,Sold,NP345,2020-01-02
3E,Available,NP345,2020-01-02
3F,Sold,NP345,2020-01-02
1A,Available,3L154,2020-11-22
1B,Sold,3L154,2020-11-22
1C,Sold,3L154,2020-11-22
1D,Available,3L154,2020-11-22
1E,Sold,3L154,2020-11-22
1F,Sold,3L154,2020-11-22
2A,Available,3L154,2020-11-22
2B,Available,3L154,2020-11-22
2C,Available,3L154,2020-11-22
2D,Sold,3L154,2020-11-22
2E,Available,3L154,2020-11-22
2F,Sold,3L154,2020-11-22
3A,Available,3L154,2020-11-22
3B,Available,3L154,2020-11-22
3C,Sold,3L154,2020-11-22
3D,Sold,3L154,2020-11-22
3E,Sold,3L154,2020-11-22
3F,Available,3L154,2020-11-22
1A,Sold,EN828,2020-09-30
1B,Available,EN828,2020-09-30
1C,Available,EN828,2020-09-30
1D,Sold,EN828,2020-09-30
1E,Sold,EN828,2020-09-30
1F,Sold,EN828,2020-09-30
2A,Sold,EN828,2020-09-30
2B,Available,EN828,2020-09-30
2C,Available,EN828,2020-09-30
2D,Sold,EN828,2020-09-30
2E,Available,EN828,2020-09-30
2F,Available,EN828,2020-09-30
3A,Available,EN828,2020-09-30
3B,Available,EN828,2020-09-30
3C,Available,EN828,2020-09-30
3D,Sold,EN828,2020-09-30
3E,Sold,EN828,2020-09-30
3F,Available,EN828,2020-09-30
1A,Available,EA493,2020-09-17
1B,Sold,EA493,2020-09-17
1C,Available,EA493,2020-09-17
1D,Available,EA493,2020-09-17
1E,Sold,EA493,2020-09-17
1F,Available,EA493,2020-09-17
2A,Available,EA493,2020-09-17
2B,Sold,EA493,2020-09-17
2C,Sold,EA493,2020-09-17
2D,Available,EA493,2020-09-17
2E,Sold,EA493,2020-09-17
2F,Sold,EA493,2020-09-17
3A,Sold,EA493,2020-09-17
3B,Available,EA493,2020-09-17
3C,Available,EA493,2020-09-17
3D,Sold,EA493,2020-09-17
3E,Available,EA493,2020-09-17
3F,Sold,EA493,2020-09-17
1A,Sold,BK274,2020-02-10
1B,Available,BK274,2020-02-10
1C,Available,BK274,2020-02-10
1D,Sold,BK274,2020-02-10
1E,Available,BK274,2020-02-10
1F,Sold,BK274,2020-02-10
2A,Available,BK274,2020-02-10
2B,Available,BK274,2020-02-10
2C,Available,BK274,2020-02-10
2D,Available,BK274,2020-02-10
2E,Available,BK274,2020-02-10
2F,Available,BK274,2020-02-10
3A,Available,BK274,2020-02-10
3B,Available,BK274,2020-02-10
3C,Sold,BK274,2020-02-10
3D,Sold,BK274,2020-02-10
3E,Available,BK274,2020-02-10
3F,Available,BK274,2020-02-10
1A,Available,U895,2020-05-19
1B,Sold,U895,2020-05-19
1C,Sold,U895,2020-05-19
1D,Available,U895,2020-05-19
1E,Sold,U895,2020-05-19
1F,Sold,U895,2020-05-19
2A,Sold,U895,2020-05-19
2B,Sold,U895,2020-05-19
2C,Available,U895,2020-05-19
2D,Available,U895,2020-05-19
2E,Available,U895,2020-05-19
2F,Sold,U895,2020-05-19
3A,Sold,U895,2020-05-19
3B,Available,U895,2020-05-19
3C,Sold,U895,2020-05-19
3D,Sold,U895,2020-05-19
3E,Sold,U895,2020-05-19
3F,Sold,U895,2020-05-19
1A,Sold,ZK517,2020-04-30
1B,Sold,ZK517,2020-04-30
1C,Sold,ZK517,2020-04-30
1D,Sold,ZK517,2020-04-30
1E,Available,ZK517,2020-04-30
1F,Available,ZK517,2020-04-30
2A,Sold,ZK517,2020-04-30
2B,Available,ZK517,2020-04-30
2C,Available,ZK517,2020-04-30
2D,Sold,ZK517,2020-04-30
2E,Available,ZK517,2020-04-30
2F,Sold,ZK517,2020-04-30
3A,Available,ZK517,2020-04-30
3B,Sold,ZK517,2020-04-30
3C,Available,ZK517,2020-04-30
3D,Sold,ZK517,2020-04-30
3E,Available,ZK517,2020-04-30
3F,Available,ZK517,2020-04-30
1A,Available,7L683,2020-04-21
1B,Sold,7L683,2020-04-21
1C,Available,7L683,2020-04-21
1D,Available,7L683,2020-04-21
1E,Sold,7L683,2020-04-21
1F,Available,7L683,2020-04-21
2A,Available,7L683,2020-04-21
2B,Sold,7L683,2020-04-21
2C,Available,7L683,2020-04-21
2D,Available,7L683,2020-04-21
2E,Sold,7L683,2020-04-21
2F,Sold,7L683,2020-04-21
3A,Sold,7L683,2020-04-21
3B,Sold,7L683,2020-04-21
3C,Available,7L683,2020-04-21
3D,Available,7L683,2020-04-21
3E,Available,7L683,2020-04-21
3F,Available,7L683,2020-04-21
1A,Sold,LQ955,2020-09-02
1B,Available,LQ955,2020-09-02
1C,Available,LQ955,2020-09-02
1D,Sold,LQ955,2020-09-02
1E,Available,LQ955,2020-09-02
1F,Sold,LQ955,2020-09-02
2A,Available,LQ955,2020-09-02
2B,Sold,LQ955,2020-09-02
2C,Available,LQ955,2020-09-02
2D,Available,LQ955,2020-09-02
2E,Sold,LQ955,2020-09-02
2F,Available,LQ955,2020-09-02
3A,Available,LQ955,2020-09-02
3B,Available,LQ955,2020-09-02
3C,Available,LQ955,2020-09-02
3D,Available,LQ955,2020-09-02
3E,Sold,LQ955,2020-09-02
3F,Sold,LQ955,2020-09-02
1A,Sold,AF152,2020-07-24
1B,Available,AF152,2020-07-24
1C,Sold,AF152,2020-07-24
1D,Available,AF152,2020-07-24
1E,Available,AF152,2020-07-24
1F,Available,AF152,2020-07-24
2A,Sold,AF152,2020-07-24
2B,Available,AF152,2020-07-24
2C,Sold,AF152,2020-07-24
2D,Available,AF152,2020-07-24
2E,Available,AF152,2020-07-24
2F,Available,AF152,2020-07-24
3A,Available,AF152,2020-07-24
3B,Available,AF152,2020-07-24
3C,Sold,AF152,2020-07-24
3D,Sold,AF152,2020-07-24
3E,Available,AF152,2020-07-24
3F,Available,AF152,2020-07-24
1A,Available,H5465,2020-07-26
1B,Available,H5465,2020-07-26
1C,Sold,H5465,2020-07-26
1D,Available,H5465,2020-07-26
1E,Available,H5465,2020-07-26
1F,Sold,H5465,2020-07-26
2A,Available,H5465,2020-07-26
2B,Available,H5465,2020-07-26
2C,Available,H5465,2020-07-26
2D,Available,H5465,2020-07-26
2E,Available,H5465,2020-07-26
2F,Available,H5465,2020-07-26
3A,Available,H5465,2020-07-26
3B,Sold,H5465,2020-07-26
3C,Sold,H5465,2020-07-26
3D,Available,H5465,2020-07-26
3E,Available,H5465,2020-07-26
3F,Available,H5465,2020-07-26
1A,Sold,PC698,2020-03-31
1B,Available,PC698,2020-03-31
1C,Sold,PC698,2020-03-31
1D,Sold,PC698,2020-03-31
1E,Available,PC698,2020-03-31
1F,Sold,PC698,2020-03-31
2A,Sold,PC698,2020-03-31
2B,Available,PC698,2020-03-31
2C,Sold,PC698,2020-03-31
2D,Sold,PC698,2020-03-31
2E,Available,PC698,2020-03-31
2F,Available,PC698,2020-03-31
3A,Sold,PC698,2020-03-31
3B,Sold,PC698,2020-03-31
3C,Sold,PC698,2020-03-31
3D,Available,PC698,2020-03-31
3E,Available,PC698,2020-03-31
3F,Sold,PC698,2020-03-31
1A,Available,HP658,2020-06-07
1B,Sold,HP658,2020-06-07
1C,Available,HP658,2020-06-07
1D,Available,HP658,2020-06-07
1E,Available,HP658,2020-06-07
1F,Sold,HP658,2020-06-07
2A,Sold,HP658,2020-06-07
2B,Available,HP658,2020-06-07
2C,Sold,HP658,2020-06-07
2D,Available,HP658,2020-06-07
2E,Available,HP658,2020-06-07
2F,Sold,HP658,2020-06-07
3A,Sold,HP658,2020-06-07
3B,Sold,HP658,2020-06-07
3C,Available,HP658,2020-06-07
3D,Available,HP658,2020-06-07
3E,Available,HP658,2020-06-07
3F,Sold,HP658,2020-06-07
1A,Available,FU910,2020-03-07
1B,Sold,FU910,2020-03-07
1C,Available,FU910,2020-03-07
1D,Sold,FU910,2020-03-07
1E,Available,FU910,2020-03-07
1F,Available,FU910,2020-03-07
2A,Sold,FU910,2020-03-07
2B,Sold,FU910,2020-03-07
2C,Sold,FU910,2020-03-07
2D,Available,FU910,2020-03-07
2E,Sold,FU910,2020-03-07
2F,Sold,FU910,2020-03-07
3A,Sold,FU910,2020-03-07
3B,Available,FU910,2020-03-07
3C,Sold,FU910,2020-03-07
3D,Available,FU910,2020-03-07
3E,Available,FU910,2020-03-07
3F,Sold,FU910,2020-03-07
1A,Available,9I607,2020-02-22
1B,Sold,9I607,2020-02-22
1C,Available,9I607,2020-02-22
1D,Sold,9I607,2020-02-22
1E,Available,9I607,2020-02-22
1F,Available,9I607,2020-02-22
2A,Available,9I607,2020-02-22
2B,Sold,9I607,2020-02-22
2C,Available,9I607,2020-02-22
2D,Sold,9I607,2020-02-22
2E,Sold,9I607,2020-02-22
2F,Available,9I607,2020-02-22
3A,Available,9I607,2020-02-22
3B,Sold,9I607,2020-02-22
3C,Available,9I607,2020-02-22
3D,Available,9I607,2020-02-22
3E,Sold,9I607,2020-02-22
3F,Available,9I607,2020-02-22
1A,Sold,8Z466,2020-11-17
1B,Available,8Z466,2020-11-17
1C,Available,8Z466,2020-11-17
1D,Sold,8Z466,2020-11-17
1E,Sold,8Z466,2020-11-17
1F,Sold,8Z466,2020-11-17
2A,Available,8Z466,2020-11-17
2B,Available,8Z466,2020-11-17
2C,Available,8Z466,2020-11-17
2D,Sold,8Z466,2020-11-17
2E,Available,8Z466,2020-11-17
2F,Sold,8Z466,2020-11-17
3A,Available,8Z466,2020-11-17
3B,Available,8Z466,2020-11-17
3C,Available,8Z466,2020-11-17
3D,Available,8Z466,2020-11-17
3E,Sold,8Z466,2020-11-17
3F,Sold,8Z466,2020-11-17
1A,Sold,I4121,2020-05-23
1B,Sold,I4121,2020-05-23
1C,Sold,I4121,2020-05-23
1D,Available,I4121,2020-05-23
1E,Available,I4121,2020-05-23
1F,Available,I4121,2020-05-23
2A,Sold,I4121,2020-05-23
2B,Sold,I4121,2020-05-23
2C,Available,I4121,2020-05-23
2D,Available,I4121,2020-05-23
2E,Available,I4121,2020-05-23
2F,Sold,I4121,2020-05-23
3A,Sold,I4121,2020-05-23
3B,Available,I4121,2020-05-23
3C,Sold,I4121,2020-05-23
3D,Sold,I4121,2020-05-23
3E,Available,I4121,2020-05-23
3F,Available,I4121,2020-05-23
1A,Available,2N727,2020-11-19
1B,Sold,2N727,2020-11-19
1C,Sold,2N727,2020-11-19
1D,Sold,2N727,2020-11-19
1E,Available,2N727,2020-11-19
1F,Sold,2N727,2020-11-19
2A,Sold,2N727,2020-11-19
2B,Available,2N727,2020-11-19
2C,Sold,2N727,2020-11-19
2D,Sold,2N727,2020-11-19
2E,Sold,2N727,2020-11-19
2F,Available,2N727,2020-11-19
3A,Sold,2N727,2020-11-19
3B,Available,2N727,2020-11-19
3C,Sold,2N727,2020-11-19
3D,Sold,2N727,2020-11-19
3E,Available,2N727,2020-11-19
3F,Available,2N727,2020-11-19
1A,Sold,IT894,2020-03-14
1B,Sold,IT894,2020-03-14
1C,Available,IT894,2020-03-14
1D,Available,IT894,2020-03-14
1E,Sold,IT894,2020-03-14
1F,Available,IT894,2020-03-14
2A,Sold,IT894,2020-03-14
2B,Available,IT894,2020-03-14
2C,Available,IT894,2020-03-14
2D,Sold,IT894,2020-03-14
2E,Available,IT894,2020-03-14
2F,Sold,IT894,2020-03-14
3A,Available,IT894,2020-03-14
3B,Sold,IT894,2020-03-14
3C,Sold,IT894,2020-03-14
3D,Available,IT894,2020-03-14
3E,Available,IT894,2020-03-14
3F,Sold,IT894,2020-03-14
1A,Sold,BC328,2020-11-14
1B,Available,BC328,2020-11-14
1C,Sold,BC328,2020-11-14
1D,Available,BC328,2020-11-14
1E,Available,BC328,2020-11-14
1F,Available,BC328,2020-11-14
2A,Sold,BC328,2020-11-14
2B,Available,BC328,2020-11-14
2C,Sold,BC328,2020-11-14
2D,Available,BC328,2020-11-14
2E,Sold,BC328,2020-11-14
2F,Available,BC328,2020-11-14
3A,Available,BC328,2020-11-14
3B,Sold,BC328,2020-11-14
3C,Sold,BC328,2020-11-14
3D,Available,BC328,2020-11-14
3E,Available,BC328,2020-11-14
3F,Sold,BC328,2020-11-14
1A,Sold,JW497,2020-10-08
1B,Available,JW497,2020-10-08
1C,Sold,JW497,2020-10-08
1D,Sold,JW497,2020-10-08
1E,Available,JW497,2020-10-08
1F,Sold,JW497,2020-10-08
2A,Available,JW497,2020-10-08
2B,Available,JW497,2020-10-08
2C,Available,JW497,2020-10-08
2D,Available,JW497,2020-10-08
2E,Sold,JW497,2020-10-08
2F,Available,JW497,2020-10-08
3A,Available,JW497,2020-10-08
3B,Available,JW497,2020-10-08
3C,Available,JW497,2020-10-08
3D,Sold,JW497,2020-10-08
3E,Available,JW497,2020-10-08
3F,Sold,JW497,2020-10-08
1A,Sold,2B492,2020-08-18
1B,Available,2B492,2020-08-18
1C,Sold,2B492,2020-08-18
1D,Sold,2B492,2020-08-18
1E,Sold,2B492,2020-08-18
1F,Available,2B492,2020-08-18
2A,Available,2B492,2020-08-18
2B,Sold,2B492,2020-08-18
2C,Available,2B492,2020-08-18
2D,Sold,2B492,2020-08-18
2E,Available,2B492,2020-08-18
2F,Available,2B492,2020-08-18
3A,Sold,2B492,2020-08-18
3B,Sold,2B492,2020-08-18
3C,Available,2B492,2020-08-18
3D,Sold,2B492,2020-08-18
3E,Available,2B492,2020-08-18
3F,Available,2B492,2020-08-18
1A,Sold,J5932,2020-10-14
1B,Sold,J5932,2020-10-14
1C,Sold,J5932,2020-10-14
1D,Sold,J5932,2020-10-14
