seatNo,seatStatus,flightNo,departureDate
1A,Available,AK11,2020-11-03
1B,Available,AK11,2020-11-03
1A,Sold,4Z634,2020-07-20
1B,Available,4Z634,2020-07-20
1A,Sold,BT264,2020-10-06
1B,Available,BT264,2020-10-06
1A,Sold,VX650,2020-02-12
1B,Available,VX650,2020-02-12
1A,Sold,JW757,2020-02-08
1B,Sold,JW757,2020-02-08
1A,Available,IO814,2020-06-26
1B,Sold,IO814,2020-06-26
1A,Available,QP266,2020-08-18
1B,Available,QP266,2020-08-18
1A,Available,ZI813,2020-02-08
1B,Available,ZI813,2020-02-08
1A,Available,S1969,2020-09-05
1B,Available,S1969,2020-09-05
1A,Sold,RS160,2020-05-16
1B,Sold,RS160,2020-05-16
1A,Sold,UB354,2020-02-24
1B,Available,UB354,2020-02-24
1A,Available,EL63,2020-08-29
1B,Sold,EL63,2020-08-29
1A,Sold,V6458,2020-09-21
1B,Available,V6458,2020-09-21
1A,Available,5Q881,2020-11-17
1B,Sold,5Q881,2020-11-17
1A,Available,7R590,2020-01-14
1B,Available,7R590,2020-01-14
1A,Available,TU843,2020-06-01
1B,Available,TU843,2020-06-01
1A,Sold,J5174,2020-05-22
1B,Available,J5174,2020-05-22
1A,Sold,WM293,2020-04-09
1B,Sold,WM293,2020-04-09
1A,Available,QP291,2020-03-24
1B,Sold,QP291,2020-03-24
1A,Available,2I707,2020-10-29
1B,Sold,2I707,2020-10-29
1A,Sold,DN372,2020-02-19
1B,Sold,DN372,2020-02-19
1A,Sold,M2365,2020-10-18
1B,Available,M2365,2020-10-18
1A,Available,X3977,2020-06-23
1B,Available,X3977,2020-06-23
1A,Available,G5701,2020-09-26
1B,Sold,G5701,2020-09-26
1A,Available,V8803,2020-09-10
1B,Available,V8803,2020-09-10
1A,Sold,9E625,2020-03-16
1B,Sold,9E625,2020-03-16
1A,Available,D3662,2020-09-17
1B,Sold,D3662,2020-09-17
1A,Sold,BZ88,2020-10-05
1B,Available,BZ88,2020-10-05
1A,Available,U8259,2020-01-09
1B,Available,U8259,2020-01-09
1A,Sold,YM1,2020-10-30
1B,Available,YM1,2020-10-30
1A,Available,RT975,2020-04-14
1B,Sold,RT975,2020-04-14
1A,Sold,DP553,2020-05-09
1B,Available,DP553,2020-05-09
1A,Sold,6G137,2020-03-21
1B,Sold,6G137,2020-03-21
1A,Sold,SK816,2020-06-05
1B,Sold,SK816,2020-06-05
1A,Available,1X389,2020-02-21
1B,Available,1X389,2020-02-21
1A,Available,AA87,2020-04-11
1B,Available,AA87,2020-04-11
1A,Available,LQ955,2020-05-06
1B,Available,LQ955,2020-05-06
1A,Available,S2169,2020-09-06
1B,Available,S2169,2020-09-06
1A,Available,JN94,2020-05-21
1B,Sold,JN94,2020-05-21
1A,Available,5T781,2020-03-19
1B,Sold,5T781,2020-03-19
1A,Sold,JH302,2020-10-24
1B,Available,JH302,2020-10-24
1A,Sold,Q4172,2020-08-24
1B,Sold,Q4172,2020-08-24
1A,Sold,WC383,2020-09-21
1B,Sold,WC383,2020-09-21
1A,Available,D1141,2020-01-25
1B,Available,D1141,2020-01-25
1A,Sold,WY823,2020-09-12
1B,Available,WY823,2020-09-12
1A,Sold,HU85,2020-07-23
1B,Sold,HU85,2020-07-23
1A,Sold,PX824,2020-03-31
1B,Available,PX824,2020-03-31
1A,Available,AJ730,2020-08-18
1B,Sold,AJ730,2020-08-18
1A,Available,SG496,2020-11-06
1B,Available,SG496,2020-11-06
1A,Available,D3662,2020-04-16
1B,Sold,D3662,2020-04-16
1A,Available,Y8838,2020-06-01
1B,Available,Y8838,2020-06-01
1A,Available,CH370,2020-08-17
1B,Sold,CH370,2020-08-17
1A,Sold,ZP909,2020-03-29
1B,Sold,ZP909,2020-03-29
1A,Sold,5Y622,2020-02-06
1B,Available,5Y622,2020-02-06
1A,Sold,6G811,2020-09-17
1B,Sold,6G811,2020-09-17
1A,Sold,F9802,2020-09-07
1B,Available,F9802,2020-09-07
1A,Sold,WQ673,2020-09-03
1B,Available,WQ673,2020-09-03
1A,Available,MR750,2020-04-20
1B,Available,MR750,2020-04-20
1A,Sold,IT615,2020-11-20
1B,Sold,IT615,2020-11-20
1A,Sold,HY926,2020-09-11
1B,Sold,HY926,2020-09-11
1A,Available,SL23,2020-04-10
1B,Available,SL23,2020-04-10
1A,Available,DY895,2020-09-17
1B,Sold,DY895,2020-09-17
1A,Sold,EC162,2020-04-07
1B,Available,EC162,2020-04-07
1A,Available,IT615,2020-11-13
1B,Available,IT615,2020-11-13
1A,Sold,JN931,2020-08-24
1B,Sold,JN931,2020-08-24
1A,Available,VC817,2020-03-17
1B,Sold,VC817,2020-03-17
1A,Available,HZ375,2020-01-09
1B,Sold,HZ375,2020-01-09
1A,Available,8A79,2020-03-13
1B,Available,8A79,2020-03-13
1A,Available,CW649,2020-06-14
1B,Sold,CW649,2020-06-14
1A,Available,XR984,2020-08-14
1B,Sold,XR984,2020-08-14
1A,Sold,E2100,2020-09-19
1B,Available,E2100,2020-09-19
1A,Available,LT279,2020-10-09
1B,Sold,LT279,2020-10-09
1A,Available,5W280,2020-03-04
1B,Sold,5W280,2020-03-04
1A,Available,3W997,2020-08-15
1B,Available,3W997,2020-08-15
1A,Sold,MP690,2020-08-19
1B,Sold,MP690,2020-08-19
1A,Sold,BN295,2020-08-05
1B,Available,BN295,2020-08-05
1A,Sold,8O947,2020-02-11
1B,Available,8O947,2020-02-11
1A,Sold,4C450,2020-01-08
1B,Available,4C450,2020-01-08
1A,Available,V2281,2020-07-30
1B,Sold,V2281,2020-07-30
1A,Sold,DI240,2020-02-23
1B,Available,DI240,2020-02-23
1A,Available,5Y486,2020-02-02
1B,Sold,5Y486,2020-02-02
1A,Sold,RY576,2020-08-23
1B,Available,RY576,2020-08-23
1A,Sold,Y8713,2020-06-14
1B,Available,Y8713,2020-06-14
1A,Available,R6117,2020-06-23
1B,Available,R6117,2020-06-23
1A,Available,DO761,2020-03-25
1B,Sold,DO761,2020-03-25
1A,Available,8F260,2020-10-09
1B,Available,8F260,2020-10-09
1A,Available,7M721,2020-04-20
1B,Sold,7M721,2020-04-20
1A,Available,RQ654,2020-10-14
1B,Available,RQ654,2020-10-14
1A,Sold,4G277,2020-02-07
1B,Available,4G277,2020-02-07
1A,Sold,JZ736,2020-11-02
1B,Sold,JZ736,2020-11-02
1A,Sold,2K979,2020-01-13
1B,Available,2K979,2020-01-13
1A,Sold,CV635,2020-01-19
1B,Sold,CV635,2020-01-19
1A,Available,K5484,2020-01-31
1B,Sold,K5484,2020-01-31
1A,Sold,QP61,2020-07-07
1B,Available,QP61,2020-07-07
1A,Sold,TJ660,2020-01-05
1B,Sold,TJ660,2020-01-05
1A,Available,6I515,2020-08-22
1B,Sold,6I515,2020-08-22
1A,Sold,TJ616,2020-02-13
1B,Sold,TJ616,2020-02-13
1A,Available,UZ855,2020-02-20
1B,Available,UZ855,2020-02-20
1A,Available,NJ219,2020-09-02
1B,Sold,NJ219,2020-09-02
1A,Sold,D3316,2020-05-07
1B,Sold,D3316,2020-05-07
1A,Available,7T867,2020-02-25
1B,Available,7T867,2020-02-25
1A,Sold,Z3214,2020-04-27
1B,Sold,Z3214,2020-04-27
1A,Available,EL406,2020-08-30
1B,Sold,EL406,2020-08-30
1A,Available,AA913,2020-01-01
1B,Sold,AA913,2020-01-01
1A,Sold,3L154,2020-02-09
1B,Available,3L154,2020-02-09
1A,Available,C4523,2020-06-16
1B,Sold,C4523,2020-06-16
1A,Available,Y8713,2020-08-23
1B,Available,Y8713,2020-08-23
1A,Sold,I610,2020-09-17
1B,Available,I610,2020-09-17
1A,Sold,U9852,2020-06-08
1B,Available,U9852,2020-06-08
1A,Sold,HW403,2020-05-25
1B,Sold,HW403,2020-05-25
1A,Available,Z2983,2020-04-30
1B,Sold,Z2983,2020-04-30
1A,Sold,CV432,2020-06-16
1B,Sold,CV432,2020-06-16
1A,Available,DD338,2020-10-14
1B,Available,DD338,2020-10-14
1A,Sold,DB964,2020-01-10
1B,Available,DB964,2020-01-10
1A,Available,DR775,2020-07-08
1B,Available,DR775,2020-07-08
1A,Available,AV528,2020-10-02
1B,Sold,AV528,2020-10-02
1A,Sold,6E494,2020-09-27
1B,Available,6E494,2020-09-27
1A,Available,YV737,2020-06-17
1B,Available,YV737,2020-06-17
1A,Available,8J52,2020-05-12
1B,Sold,8J52,2020-05-12
1A,Available,UZ855,2020-10-29
1B,Available,UZ855,2020-10-29
1A,Sold,OJ83,2020-11-20
1B,Available,OJ83,2020-11-20
1A,Available,RV454,2020-11-13
1B,Sold,RV454,2020-11-13
1A,Available,OQ417,2020-06-28
1B,Available,OQ417,2020-06-28
1A,Available,9K716,2020-04-13
1B,Sold,9K716,2020-04-13
1A,Sold,CZ287,2020-07-16
1B,Sold,CZ287,2020-07-16
1A,Available,MA663,2020-01-16
1B,Available,MA663,2020-01-16
1A,Sold,LC723,2020-08-30
1B,Sold,LC723,2020-08-30
1A,Available,7O72,2020-10-09
1B,Available,7O72,2020-10-09
1A,Sold,AA913,2020-03-25
1B,Sold,AA913,2020-03-25
1A,Sold,DC436,2020-05-11
1B,Available,DC436,2020-05-11
1A,Available,OQ417,2020-03-22
1B,Sold,OQ417,2020-03-22
1A,Available,2D535,2020-06-18
1B,Sold,2D535,2020-06-18
1A,Sold,I8426,2020-10-03
1B,Available,I8426,2020-10-03
1A,Sold,0Y333,2020-01-08
1B,Sold,0Y333,2020-01-08
1A,Available,UR390,2020-02-25
1B,Sold,UR390,2020-02-25
1A,Available,PC698,2020-07-07
1B,Available,PC698,2020-07-07
1A,Sold,AO144,2020-05-25
1B,Sold,AO144,2020-05-25
1A,Available,VH866,2020-01-16
1B,Sold,VH866,2020-01-16
1A,Sold,IA176,2020-07-12
1B,Sold,IA176,2020-07-12
1A,Sold,HN461,2020-10-24
1B,Available,HN461,2020-10-24
1A,Sold,TF242,2020-09-05
1B,Sold,TF242,2020-09-05
1A,Available,PN31,2020-02-09
1B,Available,PN31,2020-02-09
1A,Sold,SX468,2020-02-19
1B,Available,SX468,2020-02-19
1A,Available,FX744,2020-02-29
1B,Sold,FX744,2020-02-29
1A,Sold,WX972,2020-02-22
1B,Sold,WX972,2020-02-22
1A,Available,6I515,2020-09-19
1B,Sold,6I515,2020-09-19
1A,Available,DD338,2020-01-08
1B,Sold,DD338,2020-01-08
1A,Available,FO366,2020-10-01
1B,Sold,FO366,2020-10-01
1A,Available,DB964,2020-03-13
1B,Available,DB964,2020-03-13
1A,Available,R2877,2020-07-24
1B,Available,R2877,2020-07-24
1A,Available,AO320,2020-08-04
1B,Sold,AO320,2020-08-04
1A,Available,MD109,2020-05-19
1B,Available,MD109,2020-05-19
1A,Available,HT511,2020-08-03
1B,Available,HT511,2020-08-03
1A,Available,6E502,2020-08-08
1B,Sold,6E502,2020-08-08
1A,Sold,TT772,2020-09-11
1B,Available,TT772,2020-09-11
1A,Sold,GV8,2020-08-18
1B,Available,GV8,2020-08-18
1A,Sold,7R508,2020-10-24
1B,Available,7R508,2020-10-24
1A,Sold,9R604,2020-10-31
1B,Available,9R604,2020-10-31
1A,Sold,3W997,2020-04-11
1B,Available,3W997,2020-04-11
1A,Sold,JQ349,2020-01-21
1B,Available,JQ349,2020-01-21
1A,Sold,S2929,2020-02-04
1B,Available,S2929,2020-02-04
1A,Sold,TP897,2020-06-26
1B,Available,TP897,2020-06-26
1A,Sold,T6199,2020-04-28
1B,Available,T6199,2020-04-28
1A,Available,3U943,2020-04-24
1B,Sold,3U943,2020-04-24
1A,Available,7B995,2020-11-14
1B,Sold,7B995,2020-11-14
1A,Available,V6458,2020-08-03
1B,Sold,V6458,2020-08-03
1A,Sold,I3238,2020-02-08
1B,Available,I3238,2020-02-08
1A,Available,YT644,2020-09-30
1B,Sold,YT644,2020-09-30
1A,Sold,EC162,2020-07-28
1B,Sold,EC162,2020-07-28
1A,Available,JN94,2020-04-02
1B,Sold,JN94,2020-04-02
1A,Sold,E4704,2020-01-13
1B,Available,E4704,2020-01-13
1A,Available,8D111,2020-07-21
1B,Sold,8D111,2020-07-21
1A,Sold,SS464,2020-06-15
1B,Available,SS464,2020-06-15
1A,Available,HZ613,2020-03-29
1B,Sold,HZ613,2020-03-29
1A,Available,JH302,2020-10-17
1B,Available,JH302,2020-10-17
1A,Available,K6500,2020-09-01
1B,Available,K6500,2020-09-01
1A,Available,I3238,2020-02-01
1B,Available,I3238,2020-02-01
1A,Sold,VK271,2020-05-26
1B,Sold,VK271,2020-05-26
1A,Available,3R470,2020-11-23
1B,Available,3R470,2020-11-23
1A,Available,LM241,2020-05-29
1B,Available,LM241,2020-05-29
1A,Available,9S309,2020-04-25
1B,Sold,9S309,2020-04-25
1A,Available,3O346,2020-02-25
1B,Available,3O346,2020-02-25
1A,Sold,KE878,2020-04-12
1B,Sold,KE878,2020-04-12
1A,Available,V2864,2020-01-04
1B,Sold,V2864,2020-01-04
1A,Available,J8374,2020-11-19
1B,Sold,J8374,2020-11-19
1A,Available,BN295,2020-03-11
1B,Sold,BN295,2020-03-11
1A,Available,GK446,2020-03-27
1B,Sold,GK446,2020-03-27
1A,Sold,BC328,2020-09-05
1B,Sold,BC328,2020-09-05
1A,Sold,IT615,2020-05-29
1B,Available,IT615,2020-05-29
1A,Available,6E335,2020-02-19
1B,Sold,6E335,2020-02-19
1A,Available,3R958,2020-04-02
1B,Sold,3R958,2020-04-02
1A,Sold,H5340,2020-03-09
1B,Available,H5340,2020-03-09
1A,Sold,2T414,2020-04-29
1B,Sold,2T414,2020-04-29
1A,Sold,HY618,2020-10-15
1B,Available,HY618,2020-10-15
1A,Sold,JU429,2020-11-24
1B,Available,JU429,2020-11-24
1A,Available,XK455,2020-01-01
1B,Available,XK455,2020-01-01
1A,Available,E4704,2020-11-23
1B,Sold,E4704,2020-11-23
1A,Sold,YC29,2020-07-23
1B,Available,YC29,2020-07-23
1A,Sold,2B492,2020-06-09
1B,Sold,2B492,2020-06-09
1A,Available,GL827,2020-10-22
1B,Sold,GL827,2020-10-22
1A,Available,5Y622,2020-10-29
1B,Sold,5Y622,2020-10-29
1A,Sold,Q8956,2020-09-09
1B,Available,Q8956,2020-09-09
1A,Sold,XX200,2020-01-19
1B,Available,XX200,2020-01-19
1A,Available,7J473,2020-08-25
1B,Sold,7J473,2020-08-25
1A,Sold,NF368,2020-05-26
1B,Sold,NF368,2020-05-26
1A,Sold,PC698,2020-09-29
1B,Sold,PC698,2020-09-29
1A,Sold,JA142,2020-08-21
1B,Available,JA142,2020-08-21
1A,Available,5N532,2020-11-21
1B,Sold,5N532,2020-11-21
1A,Sold,YC807,2020-11-09
1B,Sold,YC807,2020-11-09
1A,Sold,EO536,2020-11-08
1B,Sold,EO536,2020-11-08
1A,Available,I5923,2020-06-02
1B,Available,I5923,2020-06-02
1A,Sold,8J52,2020-08-04
1B,Sold,8J52,2020-08-04
1A,Available,FX744,2020-04-04
1B,Sold,FX744,2020-04-04
1A,Available,5Y872,2020-01-25
1B,Sold,5Y872,2020-01-25
1A,Sold,7H405,2020-04-05
1B,Available,7H405,2020-04-05
1A,Sold,YS840,2020-01-19
1B,Available,YS840,2020-01-19
1A,Sold,WW477,2020-01-06
1B,Available,WW477,2020-01-06
1A,Sold,5P225,2020-07-19
1B,Sold,5P225,2020-07-19
1A,Sold,HV617,2020-09-12
1B,Available,HV617,2020-09-12
1A,Available,Y8124,2020-04-29
1B,Available,Y8124,2020-04-29
1A,Sold,YL883,2020-06-27
1B,Sold,YL883,2020-06-27
1A,Available,FN606,2020-02-20
1B,Available,FN606,2020-02-20
1A,Available,AG699,2020-08-13
1B,Sold,AG699,2020-08-13
1A,Sold,3G581,2020-10-27
1B,Available,3G581,2020-10-27
1A,Sold,CZ527,2020-11-06
1B,Available,CZ527,2020-11-06
1A,Available,Z8812,2020-05-02
1B,Available,Z8812,2020-05-02
1A,Sold,IN445,2020-10-17
1B,Sold,IN445,2020-10-17
1A,Available,ME60,2020-07-26
1B,Available,ME60,2020-07-26
1A,Sold,5E385,2020-09-23
1B,Available,5E385,2020-09-23
1A,Available,9S804,2020-03-19
1B,Sold,9S804,2020-03-19
1A,Sold,QL504,2020-03-27
1B,Available,QL504,2020-03-27
1A,Sold,R4629,2020-05-04
1B,Sold,R4629,2020-05-04
1A,Sold,QV882,2020-10-06
1B,Available,QV882,2020-10-06
1A,Available,EL63,2020-07-25
1B,Available,EL63,2020-07-25
1A,Sold,X3126,2020-05-12
1B,Available,X3126,2020-05-12
1A,Sold,KH832,2020-08-28
1B,Available,KH832,2020-08-28
1A,Sold,VC738,2020-03-13
1B,Available,VC738,2020-03-13
1A,Sold,4Z777,2020-05-21
1B,Available,4Z777,2020-05-21
1A,Available,4T886,2020-06-15
1B,Available,4T886,2020-06-15
1A,Sold,VJ888,2020-08-10
1B,Sold,VJ888,2020-08-10
1A,Sold,EO536,2020-03-15
1B,Sold,EO536,2020-03-15
1A,Sold,LS780,2020-06-11
1B,Sold,LS780,2020-06-11
1A,Sold,BV360,2020-10-02
1B,Available,BV360,2020-10-02
1A,Available,S2929,2020-05-26
1B,Available,S2929,2020-05-26
1A,Sold,F5575,2020-03-19
1B,Sold,F5575,2020-03-19
1A,Sold,ZY96,2020-01-28
1B,Sold,ZY96,2020-01-28
1A,Available,YM57,2020-09-30
1B,Available,YM57,2020-09-30
1A,Sold,NR921,2020-07-14
1B,Available,NR921,2020-07-14
1A,Sold,WW22,2020-10-01
1B,Sold,WW22,2020-10-01
1A,Sold,SO937,2020-05-08
1B,Available,SO937,2020-05-08
1A,Sold,JN94,2020-10-01
1B,Sold,JN94,2020-10-01
1A,Sold,Q30,2020-02-23
1B,Available,Q30,2020-02-23
1A,Available,7R508,2020-07-25
1B,Sold,7R508,2020-07-25
1A,Available,7O72,2020-02-28
1B,Sold,7O72,2020-02-28
1A,Sold,R4321,2020-04-06
1B,Sold,R4321,2020-04-06
1A,Available,PJ755,2020-10-11
1B,Available,PJ755,2020-10-11
1A,Available,F5740,2020-08-19
1B,Available,F5740,2020-08-19
1A,Sold,5P99,2020-04-17
1B,Sold,5P99,2020-04-17
1A,Available,GX275,2020-02-03
1B,Available,GX275,2020-02-03
1A,Available,4R563,2020-09-21
1B,Available,4R563,2020-09-21
1A,Sold,Y7510,2020-03-27
1B,Available,Y7510,2020-03-27
1A,Sold,AZ215,2020-06-19
1B,Sold,AZ215,2020-06-19
1A,Sold,CG74,2020-06-26
1B,Available,CG74,2020-06-26
1A,Available,IG138,2020-05-31
1B,Sold,IG138,2020-05-31
1A,Sold,YC807,2020-09-21
1B,Sold,YC807,2020-09-21
1A,Sold,IG138,2020-09-27
1B,Available,IG138,2020-09-27
1A,Sold,H27,2020-03-04
1B,Sold,H27,2020-03-04
1A,Available,MR149,2020-06-24
1B,Sold,MR149,2020-06-24
1A,Sold,5E292,2020-02-07
1B,Available,5E292,2020-02-07
1A,Sold,TJ616,2020-08-20
1B,Sold,TJ616,2020-08-20
1A,Sold,GH971,2020-09-05
1B,Available,GH971,2020-09-05
1A,Available,RT463,2020-06-12
1B,Sold,RT463,2020-06-12
1A,Sold,AD680,2020-03-04
1B,Available,AD680,2020-03-04
1A,Available,8D116,2020-01-26
1B,Available,8D116,2020-01-26
1A,Sold,VQ273,2020-06-14
1B,Sold,VQ273,2020-06-14
1A,Sold,WH482,2020-09-16
1B,Available,WH482,2020-09-16
1A,Available,CZ134,2020-05-07
1B,Sold,CZ134,2020-05-07
1A,Sold,B6278,2020-05-15
1B,Sold,B6278,2020-05-15
1A,Sold,J5932,2020-07-08
1B,Available,J5932,2020-07-08
1A,Available,7M721,2020-10-26
1B,Sold,7M721,2020-10-26
1A,Available,FB595,2020-07-28
1B,Sold,FB595,2020-07-28
1A,Available,DB964,2020-11-13
1B,Sold,DB964,2020-11-13
1A,Sold,TO68,2020-09-22
1B,Sold,TO68,2020-09-22
1A,Available,TW574,2020-10-28
1B,Sold,TW574,2020-10-28
1A,Sold,9A110,2020-08-12
1B,Available,9A110,2020-08-12
1A,Available,V3599,2020-06-25
1B,Sold,V3599,2020-06-25
1A,Available,IF970,2020-11-11
1B,Sold,IF970,2020-11-11
1A,Sold,B0573,2020-04-09
1B,Sold,B0573,2020-04-09
1A,Available,PX824,2020-01-14
1B,Available,PX824,2020-01-14
1A,Available,PJ90,2020-06-04
1B,Sold,PJ90,2020-06-04
1A,Available,L1294,2020-06-06
1B,Sold,L1294,2020-06-06
1A,Available,8L782,2020-01-06
1B,Sold,8L782,2020-01-06
1A,Sold,6R999,2020-08-29
1B,Available,6R999,2020-08-29
1A,Available,H5340,2020-09-28
1B,Sold,H5340,2020-09-28
1A,Sold,VU218,2020-04-19
1B,Available,VU218,2020-04-19
1A,Available,3P469,2020-04-09
1B,Sold,3P469,2020-04-09
1A,Available,H5340,2020-11-02
1B,Sold,H5340,2020-11-02
1A,Available,W3337,2020-03-21
1B,Available,W3337,2020-03-21
1A,Available,HT950,2020-02-19
1B,Available,HT950,2020-02-19
1A,Available,UU418,2020-08-15
1B,Sold,UU418,2020-08-15
1A,Sold,MR149,2020-01-15
1B,Available,MR149,2020-01-15
1A,Available,NC569,2020-06-18
1B,Sold,NC569,2020-06-18
1A,Sold,UP652,2020-05-28
1B,Available,UP652,2020-05-28
1A,Sold,7R508,2020-05-02
1B,Sold,7R508,2020-05-02
1A,Available,HG407,2020-09-12
1B,Available,HG407,2020-09-12
1A,Available,TP13,2020-11-10
1B,Available,TP13,2020-11-10
1A,Sold,RZ598,2020-06-05
1B,Available,RZ598,2020-06-05
1A,Sold,KQ545,2020-01-25
1B,Available,KQ545,2020-01-25
1A,Available,8D111,2020-04-14
1B,Sold,8D111,2020-04-14
1A,Sold,IY33,2020-02-13
1B,Sold,IY33,2020-02-13
1A,Available,JD626,2020-02-11
1B,Available,JD626,2020-02-11
1A,Available,DO761,2020-07-29
1B,Sold,DO761,2020-07-29
1A,Available,KQ545,2020-03-21
1B,Sold,KQ545,2020-03-21
1A,Available,MQ208,2020-05-05
1B,Available,MQ208,2020-05-05
1A,Sold,5Q708,2020-10-07
1B,Sold,5Q708,2020-10-07
1A,Available,UP119,2020-05-16
1B,Available,UP119,2020-05-16
1A,Available,5P99,2020-03-27
1B,Available,5P99,2020-03-27
1A,Sold,GT168,2020-04-06
1B,Sold,GT168,2020-04-06
1A,Sold,IX514,2020-09-29
1B,Sold,IX514,2020-09-29
1A,Available,6W605,2020-06-17
1B,Available,6W605,2020-06-17
1A,Sold,XX170,2020-07-09
1B,Sold,XX170,2020-07-09
1A,Sold,FB595,2020-06-02
1B,Sold,FB595,2020-06-02
1A,Available,A747,2020-11-03
1B,Available,A747,2020-11-03
1A,Available,2S697,2020-06-25
1B,Available,2S697,2020-06-25
1A,Sold,CU438,2020-05-23
1B,Available,CU438,2020-05-23
1A,Available,7K391,2020-02-03
1B,Sold,7K391,2020-02-03
1A,Available,9C519,2020-07-12
1B,Sold,9C519,2020-07-12
1A,Sold,UU863,2020-10-03
1B,Available,UU863,2020-10-03
1A,Sold,BA747,2020-09-12
1B,Available,BA747,2020-09-12
1A,Available,E2100,2020-04-25
1B,Sold,E2100,2020-04-25
1A,Sold,FJ422,2020-07-15
1B,Available,FJ422,2020-07-15
1A,Sold,BK274,2020-02-17
1B,Available,BK274,2020-02-17
1A,Sold,9H253,2020-07-25
1B,Sold,9H253,2020-07-25
1A,Sold,WU261,2020-07-20
1B,Available,WU261,2020-07-20
1A,Sold,LO20,2020-11-17
1B,Sold,LO20,2020-11-17
1A,Available,SE756,2020-09-28
1B,Sold,SE756,2020-09-28
1A,Sold,GA891,2020-03-07
1B,Available,GA891,2020-03-07
1A,Sold,K2820,2020-09-09
1B,Available,K2820,2020-09-09
1A,Sold,3W997,2020-01-18
1B,Sold,3W997,2020-01-18
1A,Available,T5578,2020-01-08
1B,Available,T5578,2020-01-08
1A,Available,YT644,2020-04-01
1B,Available,YT644,2020-04-01
1A,Sold,EO255,2020-02-22
1B,Sold,EO255,2020-02-22
1A,Available,UP652,2020-10-22
1B,Sold,UP652,2020-10-22
1A,Sold,E5202,2020-11-14
1B,Sold,E5202,2020-11-14
1A,Available,OJ83,2020-03-20
1B,Available,OJ83,2020-03-20
1A,Sold,BM570,2020-04-04
1B,Sold,BM570,2020-04-04
1A,Available,IA176,2020-02-02
1B,Sold,IA176,2020-02-02
1A,Sold,E2100,2020-02-01
1B,Sold,E2100,2020-02-01
1A,Sold,TO68,2020-01-14
1B,Available,TO68,2020-01-14
1A,Available,9A132,2020-03-19
1B,Available,9A132,2020-03-19
1A,Sold,VR539,2020-06-13
1B,Available,VR539,2020-06-13
1A,Sold,L9358,2020-01-16
1B,Available,L9358,2020-01-16
1A,Sold,NC569,2020-11-05
1B,Sold,NC569,2020-11-05
1A,Available,GL827,2020-03-26
1B,Available,GL827,2020-03-26
1A,Available,LX942,2020-10-18
1B,Sold,LX942,2020-10-18
1A,Sold,9S804,2020-09-10
1B,Available,9S804,2020-09-10
1A,Available,GF567,2020-01-05
1B,Available,GF567,2020-01-05
1A,Available,EL406,2020-08-16
1B,Available,EL406,2020-08-16
1A,Sold,NL789,2020-03-01
1B,Sold,NL789,2020-03-01
1A,Available,FN809,2020-08-30
1B,Available,FN809,2020-08-30
1A,Sold,RH163,2020-02-29
1B,Sold,RH163,2020-02-29
1A,Available,UI857,2020-02-18
1B,Sold,UI857,2020-02-18
1A,Available,U3245,2020-01-03
1B,Sold,U3245,2020-01-03
1A,Available,AC475,2020-09-19
1B,Sold,AC475,2020-09-19
1A,Sold,DP553,2020-05-30
1B,Sold,DP553,2020-05-30
1A,Available,4X471,2020-10-15
1B,Sold,4X471,2020-10-15
1A,Sold,HU584,2020-01-24
1B,Sold,HU584,2020-01-24
1A,Available,RY576,2020-11-22
1B,Available,RY576,2020-11-22
1A,Sold,CT193,2020-03-17
1B,Sold,CT193,2020-03-17
1A,Sold,XZ724,2020-09-15
1B,Available,XZ724,2020-09-15
1A,Available,IZ914,2020-05-02
1B,Available,IZ914,2020-05-02
1A,Available,9T145,2020-10-18
1B,Available,9T145,2020-10-18
1A,Sold,SS464,2020-07-06
1B,Sold,SS464,2020-07-06
1A,Available,PC249,2020-08-15
1B,Sold,PC249,2020-08-15
1A,Available,VZ48,2020-08-25
1B,Sold,VZ48,2020-08-25
1A,Sold,V2864,2020-11-14
1B,Available,V2864,2020-11-14
1A,Available,6E502,2020-08-22
1B,Sold,6E502,2020-08-22
1A,Available,WU808,2020-04-01
1B,Available,WU808,2020-04-01
1A,Available,MO221,2020-07-11
1B,Available,MO221,2020-07-11
1A,Sold,XZ724,2020-11-03
1B,Available,XZ724,2020-11-03
1A,Sold,8D116,2020-05-03
1B,Sold,8D116,2020-05-03
1A,Sold,Z5988,2020-07-28
1B,Available,Z5988,2020-07-28
1A,Sold,GH971,2020-06-13
1B,Sold,GH971,2020-06-13
1A,Sold,XE795,2020-05-06
1B,Sold,XE795,2020-05-06
1A,Available,AD680,2020-11-04
1B,Sold,AD680,2020-11-04
1A,Available,XE795,2020-01-29
1B,Sold,XE795,2020-01-29
1A,Available,CV635,2020-05-03
1B,Available,CV635,2020-05-03
1A,Available,YX593,2020-03-02
1B,Available,YX593,2020-03-02
1A,Sold,RZ815,2020-03-19
1B,Available,RZ815,2020-03-19
1A,Sold,D3316,2020-07-02
1B,Available,D3316,2020-07-02
1A,Sold,CB120,2020-06-19
1B,Available,CB120,2020-06-19
1A,Sold,ZY415,2020-04-21
1B,Sold,ZY415,2020-04-21
1A,Available,IY944,2020-05-25
1B,Available,IY944,2020-05-25
1A,Sold,UT428,2020-04-02
1B,Sold,UT428,2020-04-02
1A,Available,IO814,2020-06-19
1B,Available,IO814,2020-06-19
1A,Sold,UE978,2020-01-04
1B,Available,UE978,2020-01-04
